ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	event_type	dPSI	event_id	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd
4068	AT5G15610		chr5	+			5081489.0	5081587.0	5081674.0	5081744.0	4068	0,11,4,0,5,4,3,0,4,6,6,0,3,0,0,0,2,16,0,6,5,4,2,0,8,6,1,9	34,102,51,21,39,30,29,59,13,44,11,3,23,3,17,3,30,38,0,27,38,41,40,26,26,59,6,18	0,11,18,2,1,2,10,6,7,10,0,4,3,1,6,0,23,3,3,3,0,3,10,4,0,5,8,0	59,90,61,81,66,104,139,112,78,69,6,24,33,13,34,32,24,13,26,8,81,49,153,43,12,13,65,27	98	49	1.0	1.0	0.0,0.051,0.038,0.0,0.06,0.062,0.049,0.0,0.133,0.064,0.214,0.0,0.061,0.0,0.0,0.0,0.032,0.174,NA,0.1,0.062,0.047,0.024,0.0,0.133,0.048,0.077,0.2	0.0,0.058,0.129,0.012,0.008,0.01,0.035,0.026,0.043,0.068,0.0,0.077,0.043,0.037,0.081,0.0,0.324,0.103,0.055,0.158,0.0,0.03,0.032,0.044,0.0,0.161,0.058,0.0	0.003	RI	0.003	RI_chr5_+_5081489-5081744-5081489-5081587-5081674-5081744											5081489.0	5081744.0
4069	AT5G23570	SGS3	chr5	+			7942907.0	7943205.0	7943611.0	7944583.0	4069	2,10,1,1,0,5,1,2,3,8,0,0,2,0,5,0,5,0,0,5,1,0,0,5,0,0,2,1	36,103,31,13,32,8,21,18,16,27,23,31,46,2,22,10,23,74,18,34,2,3,1,3,8,22,14,7	2,0,0,2,2,1,5,4,2,2,0,1,2,1,7,0,0,6,1,0,2,2,4,2,0,0,4,0	41,17,43,15,56,20,51,33,38,51,16,12,21,21,34,7,68,8,16,17,8,21,23,1,0,12,40,2	98	49	1.0	1.0	0.027,0.046,0.016,0.037,0.0,0.238,0.023,0.053,0.086,0.129,0.0,0.0,0.021,0.0,0.102,0.0,0.098,0.0,0.0,0.068,0.2,0.0,0.0,0.455,0.0,0.0,0.067,0.067	0.024,0.0,0.0,0.062,0.018,0.024,0.047,0.057,0.026,0.019,0.0,0.04,0.045,0.023,0.093,0.0,0.0,0.273,0.03,0.0,0.111,0.045,0.08,0.5,NA,0.0,0.048,0.0	0.004	RI	0.004	RI_chr5_+_7942907-7944583-7942907-7943205-7943611-7944583											7942907.0	7944583.0
4070	AT5G23570	SGS3	chr5	+			7945059.0	7945304.0	7945406.0	7945573.0	4070	0,5,5,0,5,1,7,1,1,2,1,0,1,0,4,0,10,1,0,0,0,0,0,0,0,2,1,0	16,53,14,7,11,13,22,18,8,21,7,4,9,0,9,2,8,10,8,12,4,3,0,4,2,2,0,5	2,1,2,1,5,5,10,2,3,4,0,0,1,0,2,0,13,0,0,1,0,4,6,2,0,2,0,0	16,37,40,31,19,54,85,40,58,26,5,3,12,0,7,22,8,6,1,2,10,8,19,4,0,0,3,0	98	49	1.0	1.0	0.0,0.045,0.152,0.0,0.185,0.037,0.137,0.027,0.059,0.045,0.067,0.0,0.053,NA,0.182,0.0,0.385,0.048,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.333,1.0,0.0	0.059,0.013,0.024,0.016,0.116,0.044,0.056,0.024,0.025,0.071,0.0,0.0,0.04,NA,0.125,0.0,0.448,0.0,0.0,0.2,0.0,0.2,0.136,0.2,NA,1.0,0.0,NA	-0.006	RI	-0.006	RI_chr5_+_7945059-7945573-7945059-7945304-7945406-7945573											7945059.0	7945573.0
4072	AT5G23700		chr5	+			7995750.0	7995792.0	7995885.0	7995926.0	4072	0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0	6,0,0,4,0,7,0,0,9,0,3,2,0,0,0,1,3,0,2,0,8,8,4,3,2,19,1,2	1,0,0,1,0,0,1,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,8,3,8,0,0,0	18,0,0,21,0,24,2,1,41,2,2,0,0,6,0,0,0,0,2,0,13,14,45,13,0,9,0,13	98	49	1.0	1.0	0.0,1.0,NA,0.0,NA,0.0,NA,1.0,0.0,1.0,0.0,0.0,NA,NA,NA,0.0,0.0,NA,0.0,NA,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0	0.027,NA,NA,0.023,NA,0.0,0.2,0.6,0.0,0.0,0.0,NA,NA,0.0,1.0,NA,NA,NA,0.2,NA,0.0,0.0,0.082,0.103,1.0,0.0,NA,0.0	-0.024	RI	-0.024	RI_chr5_+_7995750-7995926-7995750-7995792-7995885-7995926											7995750.0	7995926.0
4075	AT5G23870	PAE9	chr5	-			8045539.0	8046001.0	8046148.0	8046452.0	4075	2,4,2,3,5,0,4,1,4,8,2,3,2,0,0,0,4,7,0,0,1,7,3,2,3,8,0,4	16,7,2,9,5,0,6,5,6,2,0,1,2,0,2,0,3,0,0,3,0,3,1,3,8,10,0,2	7,2,10,14,6,6,9,8,4,5,2,3,1,3,2,3,6,0,2,0,0,1,11,1,0,2,6,0	10,13,14,7,8,10,17,13,9,10,2,0,4,6,4,10,0,1,1,1,1,1,9,4,0,1,5,2	98	49	1.0	1.0	0.059,0.222,0.333,0.143,0.333,NA,0.25,0.091,0.25,0.667,1.0,0.6,0.333,NA,0.0,NA,0.4,1.0,NA,0.0,1.0,0.538,0.6,0.25,0.158,0.286,NA,0.5	0.259,0.071,0.263,0.5,0.273,0.231,0.209,0.235,0.182,0.2,0.333,1.0,0.111,0.2,0.2,0.13,1.0,0.0,0.5,0.0,0.0,0.333,0.379,0.111,NA,0.5,0.375,0.0	0.111	RI	0.111	RI_chr5_-_8045539-8046452-8045539-8046001-8046148-8046452											8045539.0	8046452.0
4076	AT5G23870	PAE9	chr5	-			8046148.0	8046185.0	8046326.0	8046452.0	4076	3,13,10,0,4,0,8,10,2,8,2,6,4,0,5,1,5,0,8,6,13,15,8,15,18,10,3,2	17,24,8,7,12,12,8,10,7,10,0,0,6,0,7,1,16,17,5,9,2,10,6,4,7,14,0,3	9,30,25,12,13,15,29,16,19,11,3,2,9,4,1,16,14,0,9,0,6,3,34,4,0,6,11,13	13,24,35,23,18,26,39,20,18,32,2,6,8,3,11,17,12,4,6,5,1,5,32,5,3,0,1,0	98	49	1.0	1.0	0.081,0.213,0.385,0.0,0.143,0.0,0.333,0.333,0.125,0.286,1.0,1.0,0.25,NA,0.263,0.333,0.135,0.0,0.444,0.25,0.765,0.429,0.4,0.652,0.562,0.263,1.0,0.25	0.257,0.385,0.263,0.207,0.265,0.224,0.271,0.286,0.345,0.147,0.429,0.143,0.36,0.4,0.043,0.32,0.368,0.0,0.429,0.0,0.75,0.231,0.347,0.286,0.0,1.0,0.846,1.0	0.024	RI	0.024	RI_chr5_-_8046148-8046452-8046148-8046185-8046326-8046452											8046148.0	8046452.0
4077	AT3G59210		chr3	+			21889475.0	21889695.0	21889780.0	21890877.0	4077	4,14,13,0,2,2,10,7,1,4,7,10,14,0,6,0,12,25,0,25,13,9,6,6,12,5,4,19	12,36,20,2,17,7,15,8,10,18,14,13,16,6,7,9,14,33,0,26,19,16,6,23,34,31,20,12	6,16,21,2,9,5,31,20,14,13,0,4,7,0,5,9,19,2,4,1,12,15,50,19,0,1,42,2	9,26,35,25,43,46,54,39,40,34,5,10,17,5,22,5,14,10,14,6,41,29,109,19,6,12,82,16	98	49	1.0	1.0	0.143,0.163,0.245,0.0,0.056,0.125,0.25,0.304,0.048,0.1,0.2,0.278,0.304,0.0,0.3,0.0,0.3,0.275,NA,0.325,0.255,0.22,0.333,0.115,0.15,0.075,0.091,0.442	0.25,0.235,0.231,0.038,0.095,0.052,0.223,0.204,0.149,0.16,0.0,0.167,0.171,0.0,0.102,0.474,0.404,0.091,0.125,0.077,0.128,0.205,0.187,0.333,0.0,0.04,0.204,0.059	0.031	RI	0.031	RI_chr3_+_21889475-21890877-21889475-21889695-21889780-21890877											21889475.0	21890877.0
4078	AT3G59210		chr3	+			21889475.0	21889695.0	21889909.0	21890877.0	4078	26,68,35,8,35,29,30,34,12,33,14,36,31,0,20,2,23,49,0,69,33,30,17,18,45,48,17,20	8,40,9,5,22,9,10,28,4,20,8,5,17,0,5,3,10,21,7,2,37,27,14,19,28,37,10,6	37,91,78,53,70,75,145,152,105,85,7,38,34,16,32,33,60,7,20,30,85,53,149,61,0,17,101,24	14,17,28,22,20,10,22,12,31,34,4,5,3,4,9,5,18,7,7,6,29,27,46,17,5,3,31,24	98	49	1.0	1.0	0.619,0.459,0.66,0.444,0.443,0.617,0.6,0.378,0.6,0.452,0.467,0.783,0.477,NA,0.667,0.25,0.535,0.538,0.0,0.945,0.308,0.357,0.378,0.321,0.446,0.393,0.459,0.625	0.569,0.728,0.582,0.546,0.636,0.789,0.767,0.864,0.629,0.556,0.467,0.792,0.85,0.667,0.64,0.767,0.625,0.333,0.588,0.714,0.594,0.495,0.618,0.642,0.0,0.739,0.62,0.333	-0.123	RI	-0.123	RI_chr3_+_21889475-21890877-21889475-21889695-21889909-21890877											21889475.0	21890877.0
4079	AT4G32530		chr4	-			15693113.0	15693564.0	15693654.0	15693825.0	4079	1,11,5,0,7,0,0,3,0,1,10,3,6,0,6,0,1,14,0,8,10,2,0,1,3,4,5,10	99,273,131,39,113,94,98,89,67,129,69,77,101,3,81,57,130,161,6,197,133,85,65,85,103,160,31,106	11,12,7,3,2,8,15,3,6,16,3,1,10,6,2,1,7,0,2,2,7,13,22,25,0,9,4,2	130,290,271,223,245,195,409,400,252,253,31,102,129,36,109,55,156,38,46,68,262,185,422,152,19,74,287,70	98	49	0.270511683667	1.0	0.005,0.02,0.019,0.0,0.03,0.0,0.0,0.017,0.0,0.004,0.068,0.019,0.029,0.0,0.036,0.0,0.004,0.042,0.0,0.02,0.036,0.012,0.0,0.006,0.014,0.012,0.075,0.045	0.041,0.02,0.013,0.007,0.004,0.02,0.018,0.004,0.012,0.031,0.046,0.005,0.037,0.077,0.009,0.009,0.022,0.0,0.021,0.014,0.013,0.034,0.025,0.076,0.0,0.057,0.007,0.014	-0.004	RI	-0.004	RI_chr4_-_15693113-15693825-15693113-15693564-15693654-15693825											15693113.0	15693825.0
4081	AT5G24165		chr5	+			8188165.0	8188344.0	8188472.0	8188673.0	4081	0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,1,0,0,1,2,0,0,1,0,0,0,5,4,0,0,0,0,2,0,2,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0	98	49	1.0	1.0	NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,1.0,1.0,NA,NA,1.0,0.5,NA,NA,1.0,NA,NA,NA,1.0,0.5,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,0.0,NA	0.2	RI	0.2	RI_chr5_+_8188165-8188673-8188165-8188344-8188472-8188673											8188165.0	8188673.0
4082	AT5G44990		chr5	+			18163357.0	18163573.0	18163639.0	18163816.0	4082	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0	0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,0.5,1.0,NA	NA,NA,NA,NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.292	RI	-0.292	RI_chr5_+_18163357-18163816-18163357-18163573-18163639-18163816											18163357.0	18163816.0
4083	AT5G44990		chr5	+			18164230.0	18164359.0	18164450.0	18164813.0	4083	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,3,0,0,0,0	98	49	1.0	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0	0.0,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA,NA	-0.143	RI	-0.143	RI_chr5_+_18164230-18164813-18164230-18164359-18164450-18164813											18164230.0	18164813.0
4084	AT1G11330		chr1	+			3812875.0	3813026.0	3813107.0	3813809.0	4084	1,3,3,0,1,1,1,0,0,1,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1	7,10,4,6,4,3,1,3,1,1,0,4,5,0,5,0,4,0,0,8,1,10,3,7,3,9,3,5	0,1,4,0,7,3,7,7,0,2,0,1,0,0,5,0,0,0,3,1,0,3,5,2,0,0,6,6	7,1,20,8,4,2,16,2,9,13,3,4,4,2,3,0,1,3,0,3,12,12,13,1,0,2,6,16	98	49	1.0	1.0	0.067,0.13,0.273,0.0,0.111,0.143,0.333,0.0,0.0,0.333,NA,0.2,0.0,NA,0.091,NA,0.0,1.0,NA,0.059,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.091	0.0,0.333,0.091,0.0,0.467,0.429,0.179,0.636,0.0,0.071,0.0,0.111,0.0,0.0,0.455,NA,0.0,0.0,1.0,0.143,0.0,0.111,0.161,0.5,NA,0.0,0.333,0.158	-0.067	RI	-0.067	RI_chr1_+_3812875-3813809-3812875-3813026-3813107-3813809											3812875.0	3813809.0
4085	AT5G54190	PORA	chr5	-			21991898.0	21992436.0	21992518.0	21992629.0	4085	4,11,8,2,14,3,4,6,5,3,9,3,4,0,2,2,9,35,10,7,3,4,0,2,0,0,0,1	527,499,798,96,360,215,143,515,206,253,313,253,824,14,302,124,283,1063,35,683,24,53,131,88,25,249,32,62	3,15,4,1,0,1,3,7,0,4,1,27,0,0,2,0,6,3,9,0,3,13,29,12,0,11,5,4	202,889,165,71,89,91,249,321,117,92,93,854,42,45,43,47,196,282,94,16,126,170,562,246,33,103,266,124	98	49	0.188164037516	1.0	0.004,0.011,0.005,0.01,0.019,0.007,0.014,0.006,0.012,0.006,0.014,0.006,0.002,0.0,0.003,0.008,0.016,0.016,0.125,0.005,0.059,0.036,0.0,0.011,0.0,0.0,0.0,0.008	0.007,0.008,0.012,0.007,0.0,0.005,0.006,0.011,0.0,0.021,0.005,0.016,0.0,0.0,0.023,0.0,0.015,0.005,0.046,0.0,0.012,0.037,0.025,0.024,0.0,0.051,0.009,0.016	0.001	RI	0.001	RI_chr5_-_21991898-21992629-21991898-21992436-21992518-21992629											21991898.0	21992629.0
4087	AT5G35560		chr5	-			13745138.0	13745271.0	13745349.0	13745504.0	4087	92,194,54,29,87,122,51,82,59,72,35,10,51,4,36,21,55,77,13,68,111,79,82,68,86,129,32,37	14,29,4,9,11,13,5,6,9,9,4,5,5,2,7,0,3,6,6,6,10,10,10,8,13,17,0,2	119,172,221,206,144,212,278,209,247,183,52,44,63,44,62,73,105,29,56,14,183,174,348,115,11,59,243,83	12,18,13,20,15,23,30,24,20,9,1,1,15,5,5,0,27,0,9,6,12,9,28,9,0,2,6,13	98	49	0.0404346005772	1.0	0.767,0.77,0.871,0.617,0.798,0.824,0.836,0.872,0.766,0.8,0.814,0.5,0.836,0.5,0.72,1.0,0.902,0.865,0.52,0.85,0.847,0.798,0.804,0.81,0.768,0.791,1.0,0.902	0.832,0.827,0.895,0.837,0.828,0.822,0.822,0.813,0.861,0.91,0.963,0.957,0.677,0.815,0.861,1.0,0.66,1.0,0.757,0.538,0.884,0.906,0.861,0.865,1.0,0.937,0.953,0.761	-0.06	RI	-0.06	RI_chr5_-_13745138-13745504-13745138-13745271-13745349-13745504											13745138.0	13745504.0
4089	AT3G01480	CYP38	chr3	+			190055.0	190198.0	190284.0	190356.0	4089	2,2,3,3,5,0,4,2,0,0,1,11,7,0,4,2,5,21,0,5,0,2,0,0,5,15,0,2	48,82,61,5,51,11,29,51,5,23,27,28,27,1,41,8,44,34,0,49,38,17,19,12,21,71,0,17	6,0,3,0,0,2,3,9,6,1,0,2,0,0,1,3,13,1,1,0,0,9,10,4,0,3,8,0	22,81,36,13,32,30,59,42,15,24,12,52,16,0,5,8,33,4,7,2,51,80,199,30,10,19,35,16	98	49	1.0	1.0	0.02,0.012,0.024,0.231,0.047,0.0,0.065,0.019,0.0,0.0,0.018,0.164,0.115,0.0,0.047,0.111,0.054,0.236,NA,0.049,0.0,0.056,0.0,0.0,0.106,0.096,NA,0.056	0.12,0.0,0.04,0.0,0.0,0.032,0.025,0.097,0.167,0.02,0.0,0.019,0.0,NA,0.091,0.158,0.165,0.111,0.067,0.0,0.0,0.053,0.025,0.062,0.0,0.073,0.103,0.0	0.006	RI	0.006	RI_chr3_+_190055-190356-190055-190198-190284-190356											190055.0	190356.0
4090	AT5G02620	ANK1	chr5	+			590205.0	590615.0	590684.0	591688.0	4090	1,2,0,0,0,0,2,0,0,3,0,0,1,0,2,0,0,1,0,4,0,2,0,0,0,0,0,2	17,33,17,11,8,18,12,21,14,6,5,4,13,0,7,2,11,7,0,4,21,13,9,6,14,12,2,4	2,0,1,3,0,0,5,6,1,3,0,0,1,2,2,0,0,0,2,0,0,12,6,2,0,3,3,0	35,23,30,23,28,59,56,42,49,30,9,9,16,0,11,9,9,5,9,1,36,22,47,29,3,7,23,4	98	49	1.0	1.0	0.029,0.029,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.2,0.0,0.0,0.037,NA,0.125,0.0,0.0,0.067,NA,0.333,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.2	0.028,0.0,0.016,0.061,0.0,0.0,0.043,0.067,0.01,0.048,0.0,0.0,0.03,1.0,0.083,0.0,0.0,0.0,0.1,0.0,0.0,0.214,0.06,0.033,0.0,0.176,0.061,0.0	-0.028	RI	-0.028	RI_chr5_+_590205-591688-590205-590615-590684-591688											590205.0	591688.0
4091	AT2G35160	SUVH5	chr2	+			14822971.0	14823090.0	14823549.0	14826162.0	4091	0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,7,0,0,2,1,2	6,11,6,1,3,0,3,8,0,10,5,4,2,8,4,0,7,4,0,13,3,1,3,3,7,6,10,25	2,8,1,0,3,4,0,13,6,0,0,1,2,0,2,0,12,0,0,0,2,4,2,2,0,2,6,0	2,0,7,0,4,3,9,3,0,2,0,5,2,11,10,1,0,0,0,1,2,20,23,2,0,18,60,12	98	49	1.0	1.0	0.0,0.0,0.0,0.0,0.4,NA,0.0,0.111,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.125,0.0,NA,0.0,0.0,0.6,0.538,0.0,0.0,0.143,0.048,0.038	0.333,1.0,0.067,NA,0.273,0.4,0.0,0.684,1.0,0.0,NA,0.091,0.333,0.0,0.091,0.0,1.0,NA,NA,0.0,0.333,0.091,0.042,0.333,NA,0.053,0.048,0.0	-0.185	RI	-0.185	RI_chr2_+_14822971-14826162-14822971-14823090-14823549-14826162											14822971.0	14826162.0
4092	AT3G08980		chr3	+			2742297.0	2742395.0	2742529.0	2742685.0	4092	1,11,8,0,8,0,1,20,1,3,2,7,2,0,0,0,3,35,0,5,17,11,5,3,14,0,0,30	2,3,1,0,0,1,0,2,0,5,2,0,3,0,0,0,1,11,0,1,3,3,2,0,3,0,0,0	2,6,4,6,5,2,9,6,11,10,0,5,2,0,1,0,5,1,0,1,1,7,0,1,0,1,0,0	0,4,2,6,2,3,1,3,0,3,0,2,1,0,0,0,5,0,0,0,2,0,4,1,0,0,0,1	98	49	1.0	1.0	0.2,0.647,0.8,NA,1.0,0.0,1.0,0.833,1.0,0.231,0.333,1.0,0.25,NA,NA,NA,0.6,0.614,NA,0.714,0.739,0.647,0.556,1.0,0.7,NA,NA,1.0	1.0,0.429,0.5,0.333,0.556,0.25,0.818,0.5,1.0,0.625,NA,0.556,0.5,NA,1.0,NA,0.333,1.0,NA,1.0,0.2,1.0,0.0,0.333,NA,1.0,NA,0.0	0.072	RI	0.072	RI_chr3_+_2742297-2742685-2742297-2742395-2742529-2742685											2742297.0	2742685.0
4094	AT2G11810	MGD3	chr2	+			4746115.0	4746178.0	4746244.0	4746319.0	4094	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2	1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	1,0,1,1,1,0,2,4,2,5,1,0,1,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0	98	49	1.0	1.0	0.0,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,1.0	0.0,NA,0.0,0.0,0.5,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,0.333,NA,NA,NA,NA	0.083	RI	0.083	RI_chr2_+_4746115-4746319-4746115-4746178-4746244-4746319											4746115.0	4746319.0
4095	AT3G20010	CHR27	chr3	+			6971562.0	6972239.0	6972767.0	6972839.0	4095	11,11,8,0,6,2,5,9,2,19,11,4,21,0,20,0,12,9,0,23,6,6,8,3,22,9,12,10	5,12,13,0,7,17,4,1,0,6,12,1,5,0,10,10,7,6,0,9,1,5,11,3,2,7,2,11	9,4,3,5,4,6,6,10,6,8,6,15,3,2,6,3,12,6,4,0,6,10,31,13,0,4,30,4	1,12,14,10,12,5,6,9,16,4,3,2,4,0,3,3,2,2,6,0,2,13,12,3,0,2,8,0	98	49	1.0	1.0	0.524,0.314,0.235,NA,0.3,0.056,0.385,0.818,1.0,0.613,0.314,0.667,0.677,NA,0.5,0.0,0.462,0.429,NA,0.561,0.75,0.375,0.267,0.333,0.846,0.391,0.75,0.312	0.818,0.143,0.097,0.2,0.143,0.375,0.333,0.357,0.158,0.5,0.5,0.789,0.273,1.0,0.5,0.333,0.75,0.6,0.25,NA,0.6,0.278,0.564,0.684,NA,0.5,0.652,1.0	-0.002	RI	-0.002	RI_chr3_+_6971562-6972839-6971562-6972239-6972767-6972839											6971562.0	6972839.0
4096	AT3G20010	CHR27	chr3	+			6971562.0	6972239.0	6972913.0	6972991.0	4096	11,10,9,1,7,2,5,12,3,16,13,1,21,0,19,0,14,17,0,17,9,3,4,6,25,9,22,11	0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	9,3,4,6,9,11,8,4,3,14,6,22,3,2,5,3,11,6,4,0,7,16,30,10,0,4,28,3	0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84,NA,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.231,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,0.875,1.0	0.028	RI	0.028	RI_chr3_+_6971562-6972991-6971562-6972239-6972913-6972991											6971562.0	6972991.0
4097	AT3G20010	CHR27	chr3	+			6971562.0	6972839.0	6972913.0	6972991.0	4097	1,0,5,1,1,0,1,6,1,2,4,3,6,0,4,0,6,13,0,8,4,2,3,4,8,0,10,13	5,6,2,1,8,2,1,2,3,7,3,7,2,0,8,3,4,16,0,7,1,3,5,3,1,6,10,1	0,0,2,2,6,10,9,0,5,14,0,8,2,0,3,0,3,0,0,0,2,11,5,10,0,5,14,1	0,11,4,1,11,4,8,4,9,11,2,7,2,0,10,0,1,9,0,0,10,2,6,2,0,8,12,8	98	49	1.0	1.0	0.091,0.0,0.556,0.333,0.059,0.0,0.333,0.6,0.143,0.125,0.4,0.176,0.6,NA,0.2,0.0,0.429,0.289,NA,0.364,0.667,0.25,0.231,0.4,0.8,0.0,0.333,0.867	NA,0.0,0.2,0.5,0.214,0.556,0.36,0.0,0.217,0.389,0.0,0.364,0.333,NA,0.13,NA,0.6,0.0,NA,NA,0.091,0.733,0.294,0.714,NA,0.238,0.368,0.059	0.028	RI	0.028	RI_chr3_+_6971562-6972991-6971562-6972839-6972913-6972991											6971562.0	6972991.0
4098	AT3G20010	CHR27	chr3	+			6975170.0	6975734.0	6975859.0	6976069.0	4098	0,1,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,8,0,0,0,0,3,0,0,0,0,2	5,24,8,2,7,2,2,6,3,3,2,2,5,0,0,0,2,8,0,3,5,5,5,0,3,1,0,2	0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,8,0	4,18,19,1,6,6,14,15,5,4,1,5,2,3,5,3,0,2,4,0,3,8,6,2,7,2,11,1	98	49	1.0	1.0	0.0,0.02,0.059,0.0,0.125,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.091,NA,1.0,NA,0.0,0.333,NA,0.0,0.0,0.0,0.231,NA,0.0,0.0,NA,0.333	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.5,0.0,0.4,0.0,0.0,0.0,0.267,0.0	0.044	RI	0.044	RI_chr3_+_6975170-6976069-6975170-6975734-6975859-6976069											6975170.0	6976069.0
