ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	event_type	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	dPSI
927	AT2G13960		chr2	+			5860392.0	5860444.0	5860595.0	5860653.0	927	19,2,8,4,12,11,22,2,5,3,8,10	6,13,29,1,15,19,25,9,18,0,6,16	12,2,0,0,0,0,0,0	3,19,5,12,4,3,1,2	300	150	9.57250904821e-06	0.0001931234244157	0.613,0.071,0.121,0.667,0.286,0.224,0.306,0.1,0.122,1.0,0.4,0.238	0.667,0.05,0.0,0.0,0.0,0.0,0.0,0.0	0.256	RI											5860392.0	5860653.0	0.256
1040	AT2G24650	REM13	chr2	-			10487040.0	10487115.0	10487180.0	10487427.0	1040	31,0,21,1,10,5,1,3,3,2,12,17	13,30,21,19,14,27,22,68,26,18,48,25	10,16,13,20,19,5,6,6	12,40,31,12,15,16,8,7	215	150	0.000225816693016	0.0024794872730938	0.625,0.0,0.411,0.035,0.333,0.114,0.031,0.03,0.075,0.072,0.149,0.322	0.368,0.218,0.226,0.538,0.469,0.179,0.344,0.374	-0.156	RI											10487040.0	10487427.0	-0.156
1052	AT4G37630	CYCD5-1	chr4	+			17680375.0	17680524.0	17680605.0	17681264.0	1052	2,4,6,2,17,18,1,14,7,6,10,12	68,53,45,46,39,69,40,43,39,21,22,61	33,10,15,22,9,9,11,16	27,68,27,30,25,40,35,28	231	150	5.12578026446e-06	0.0001151097169797	0.019,0.047,0.08,0.027,0.221,0.145,0.016,0.175,0.104,0.156,0.228,0.113	0.442,0.087,0.265,0.323,0.189,0.127,0.169,0.271	-0.123	RI											17680375.0	17681264.0	-0.123
1074	AT3G09745		chr3	+			22988626.0	22989030.0	22989179.0	22989484.0	1074	336,163,730,372,96,452,961,335,479,30,1318,427	0,14,0,3,0,3,12,2,10,4,15,1	480,461,261,307,26,39,21,1	12,8,14,0,11,6,9,9	299	150	1.73236383016e-08	8.512595731766417e-07	1.0,0.854,1.0,0.984,1.0,0.987,0.976,0.988,0.96,0.79,0.978,0.995	0.953,0.967,0.903,1.0,0.542,0.765,0.539,0.053	0.244	RI											22988626.0	22989484.0	0.244
1075	AT3G09745		chr3	+			22989937.0	22990167.0	22990293.0	22990967.0	1075	111,82,288,172,39,191,474,71,263,27,456,150	2,0,6,10,5,9,8,31,4,8,11,13	190,265,102,120,23,2,6,0	10,8,7,3,30,6,0,15	276	150	0.00633668274961	0.0367824052471513	0.968,1.0,0.963,0.903,0.809,0.92,0.97,0.555,0.973,0.647,0.958,0.862	0.912,0.947,0.888,0.956,0.294,0.153,1.0,0.0	0.234	RI											22989937.0	22990967.0	0.234
1190	AT3G54500		chr3	-			20178713.0	20178804.0	20178940.0	20179027.0	1190	671,548,565,683,883,564,628,764,591,581,690,821	155,177,134,192,260,179,193,277,178,180,186,154	526,737,588,896,22,20,57,71	236,213,241,347,32,29,50,49	286	150	9.65152654753e-06	0.0001939292560947	0.694,0.619,0.689,0.651,0.64,0.623,0.631,0.591,0.635,0.629,0.661,0.737	0.539,0.645,0.561,0.575,0.265,0.266,0.374,0.432	0.193	RI											20178713.0	20179027.0	0.193
1212	AT3G53500	RS2Z32	chr3	-			19835872.0	19835912.0	19836400.0	19836514.0	1212	303,304,338,276,245,350,338,246,254,211,267,284	166,209,152,198,230,258,224,242,152,173,269,239	268,334,333,361,287,256,197,275	276,307,330,302,372,401,347,318	300	150	9.09621107326e-08	3.858503893725588e-06	0.477,0.421,0.526,0.411,0.348,0.404,0.43,0.337,0.455,0.379,0.332,0.373	0.327,0.352,0.335,0.374,0.278,0.242,0.221,0.302	0.104	RI											19835872.0	19836514.0	0.104
1240	AT2G44280		chr2	-			18303286.0	18303483.0	18303597.0	18303667.0	1240	6,0,18,4,7,7,0,4,18,7,5,4	34,28,77,79,52,51,43,75,47,102,41,48	4,6,5,8,1,10,14,6	31,45,22,41,11,38,8,5	264	150	0.00196673452335	0.0143754100727335	0.091,0.0,0.117,0.028,0.071,0.072,0.0,0.029,0.179,0.038,0.065,0.045	0.068,0.07,0.114,0.1,0.049,0.13,0.499,0.405	-0.118	RI											18303286.0	18303667.0	-0.118
1327	AT5G11160	APT5	chr5	+			3551461.0	3551611.0	3551702.0	3551761.0	1327	43,0,24,22,15,11,29,6,39,15,12,0	44,38,92,58,36,67,75,44,39,18,5,87	2,12,27,1,20,14,21,6	51,69,53,93,99,58,83,39	241	150	0.00932319070464	0.0497537585668046	0.378,0.0,0.14,0.191,0.206,0.093,0.194,0.078,0.384,0.342,0.599,0.0	0.024,0.098,0.241,0.007,0.112,0.131,0.136,0.087	0.113	RI											3551461.0	3551761.0	0.113
1409	AT2G31955	CNX2	chr2	-			13586418.0	13586495.0	13586588.0	13586703.0	1409	14,62,57,54,55,66,66,83,39,49,66,54	14,14,13,4,15,27,37,7,12,4,8,13	59,78,40,49,25,57,32,37	35,30,23,15,10,19,15,17	243	150	0.00162426918987	0.0123828694152454	0.382,0.732,0.73,0.893,0.694,0.601,0.524,0.88,0.667,0.883,0.836,0.719	0.51,0.616,0.518,0.668,0.607,0.649,0.568,0.573	0.123	RI											13586418.0	13586703.0	0.123
1414	AT5G06120		chr5	+			1844736.0	1844803.0	1845291.0	1845549.0	1414	45,49,68,74,61,107,113,75,55,49,70,72	3,49,18,41,14,9,29,24,20,17,27,24	73,64,51,80,38,31,63,56	22,30,29,36,37,53,29,39	300	150	0.000814418113036	0.0069930053546672	0.882,0.333,0.654,0.474,0.685,0.856,0.661,0.61,0.579,0.59,0.565,0.6	0.624,0.516,0.468,0.526,0.339,0.226,0.521,0.418	0.169	RI											1844736.0	1845549.0	0.169
1415	AT5G06120		chr5	+			1844736.0	1844824.0	1845291.0	1845549.0	1415	47,54,70,67,49,91,118,74,44,42,66,41	0,0,0,3,5,4,5,4,0,2,3,2	70,58,51,78,33,25,57,38	7,17,16,4,11,3,2,0	300	150	2.58734420333e-07	9.238121784983304e-06	1.0,1.0,1.0,0.918,0.831,0.919,0.922,0.902,1.0,0.913,0.917,0.911	0.833,0.63,0.614,0.907,0.6,0.806,0.934,1.0	0.146	RI											1844736.0	1845549.0	0.146
1490	AT4G37110		chr4	-			17485375.0	17485790.0	17485916.0	17486358.0	1490	82,19,17,27,38,58,10,59,67,6,10,28	35,27,35,37,47,45,16,41,30,4,1,17	32,25,38,41,71,51,50,41	25,78,89,40,137,112,159,138	276	150	3.25205669772e-05	0.0005206437867994	0.56,0.277,0.209,0.284,0.305,0.412,0.254,0.439,0.548,0.449,0.845,0.472	0.41,0.148,0.188,0.358,0.22,0.198,0.146,0.139	0.195	RI											17485375.0	17486358.0	0.195
1510	AT1G80860	PLMT	chr1	-			30387977.0	30388302.0	30388378.0	30388681.0	1510	36,42,135,54,26,90,56,51,68,71,83,83	189,147,517,268,215,316,363,258,374,182,288,285	39,77,42,65,75,87,86,101	241,240,130,169,116,115,78,97	226	150	1.32744834458e-07	5.270500907320432e-06	0.112,0.159,0.148,0.118,0.074,0.159,0.093,0.116,0.108,0.206,0.161,0.162	0.097,0.176,0.177,0.203,0.3,0.334,0.423,0.409	-0.13	RI											30387977.0	30388681.0	-0.13
1560	AT1G09530	PIF3	chr1	+			3076400.0	3076808.0	3077172.0	3077286.0	1560	14,15,77,71,14,24,89,25,32,18,73,25	50,49,73,110,26,52,103,37,78,38,88,67	11,22,16,29,2,7,1,0	67,51,30,50,18,37,44,11	300	150	2.56230084161e-06	6.455177196401234e-05	0.123,0.133,0.345,0.244,0.212,0.188,0.302,0.253,0.17,0.191,0.293,0.157	0.076,0.177,0.211,0.225,0.053,0.086,0.011,0.0	0.113	RI											3076400.0	3077286.0	0.113
1576	AT1G78200		chr1	+			29420182.0	29420380.0	29420476.0	29420518.0	1576	72,124,133,157,111,186,210,129,144,160,126,94	41,71,119,71,100,100,77,61,66,141,100,94	147,104,112,153,37,88,54,50	94,83,89,68,108,86,72,92	246	150	0.00460267477285	0.0283764905560926	0.517,0.516,0.405,0.574,0.404,0.531,0.624,0.563,0.571,0.409,0.434,0.379	0.488,0.433,0.434,0.578,0.173,0.384,0.314,0.249	0.112	RI											29420182.0	29420518.0	0.112
1628	AT2G43920	HOL2	chr2	-			18190253.0	18190340.0	18190428.0	18190665.0	1628	118,87,60,75,146,68,59,207,96,0,38,58	53,99,43,58,130,70,21,61,65,6,42,20	48,74,65,63,38,10,2,32	70,71,82,89,40,32,48,22	238	150	0.000810526989096	0.0069837594563948	0.584,0.356,0.468,0.449,0.414,0.38,0.639,0.681,0.482,0.0,0.363,0.646	0.302,0.396,0.333,0.309,0.375,0.165,0.026,0.478	0.157	RI											18190253.0	18190665.0	0.157
1673	AT3G45740		chr3	+			16790760.0	16790936.0	16791030.0	16791134.0	1673	30,19,44,50,16,56,34,27,82,75,46,52	33,26,58,77,57,104,63,31,47,61,25,53	33,58,48,47,51,42,15,66	54,101,106,124,129,148,48,101	244	150	1.43269485204e-05	0.0002623787657075	0.359,0.31,0.318,0.285,0.147,0.249,0.249,0.349,0.518,0.43,0.531,0.376	0.273,0.261,0.218,0.189,0.196,0.149,0.161,0.287	0.127	RI											16790760.0	16791134.0	0.127
1674	AT5G14610		chr5	+			4710562.0	4710728.0	4711261.0	4711570.0	1674	71,11,23,10,24,15,25,41,39,10,6,10	12,60,33,31,51,35,14,35,38,1,22,21	12,24,29,35,28,13,19,19	57,56,69,34,47,69,79,55	300	150	0.0074149226122	0.041723651841665	0.747,0.084,0.258,0.139,0.19,0.176,0.472,0.369,0.339,0.833,0.12,0.192	0.095,0.176,0.174,0.34,0.23,0.086,0.107,0.147	0.157	RI											4710562.0	4711570.0	0.157
1706	AT5G06265		chr5	+			1905778.0	1906424.0	1906563.0	1906766.0	1706	147,73,189,194,76,142,133,74,124,149,68,91	18,10,27,14,21,31,16,0,5,0,5,29	73,94,91,59,55,114,25,57	26,3,17,26,12,7,36,25	289	150	0.00269235365703	0.0186003467857831	0.809,0.791,0.784,0.878,0.653,0.704,0.812,1.0,0.928,1.0,0.876,0.62	0.593,0.942,0.735,0.541,0.704,0.894,0.265,0.542	0.169	RI											1905778.0	1906766.0	0.169
1714	AT1G70490	ARF2-A	chr1	-			26565004.0	26565161.0	26565317.0	26565416.0	1714	3,5,7,5,22,23,20,18,21,1,13,2	2,9,13,11,12,31,14,20,2,4,2,7	21,7,10,9,14,4,11,6	21,20,23,20,33,35,26,31	300	150	0.00085787890606	0.0072532419263641	0.429,0.217,0.212,0.185,0.478,0.271,0.417,0.31,0.84,0.111,0.765,0.125	0.333,0.149,0.179,0.184,0.175,0.054,0.175,0.088	0.196	RI											26565004.0	26565416.0	0.196
1729	AT5G37850	SOS4	chr5	+			15065299.0	15065479.0	15065604.0	15065701.0	1729	211,178,396,333,174,230,255,274,221,404,202,246	113,112,106,180,170,247,139,151,211,68,102,140	258,214,209,226,123,216,152,157	184,202,175,201,221,213,219,259	275	150	8.64167778336e-07	2.714471318912385e-05	0.505,0.464,0.671,0.502,0.358,0.337,0.5,0.497,0.364,0.764,0.519,0.489	0.433,0.366,0.394,0.38,0.233,0.356,0.275,0.248	0.162	RI											15065299.0	15065701.0	0.162
1733	AT5G27680	RECQSIM	chr5	-			9798054.0	9798352.0	9798438.0	9798961.0	1733	0,27,31,17,14,29,15,20,16,11,12,7	7,0,0,0,0,0,2,1,14,0,0,0	37,12,31,15,26,31,71,23	0,2,0,0,0,0,0,0	236	150	0.00466012115775	0.0286950140271876	0.0,1.0,1.0,1.0,1.0,1.0,0.827,0.927,0.421,1.0,1.0,1.0	1.0,0.792,1.0,1.0,1.0,1.0,1.0,1.0	-0.126	RI											9798054.0	9798961.0	-0.126
1793	AT5G55100		chr5	-			22361034.0	22361296.0	22361419.0	22362768.0	1793	67,56,66,60,88,108,46,58,68,69,63,91	81,84,122,163,80,166,118,77,169,91,135,169	78,71,84,64,165,112,67,122	66,127,111,98,84,84,102,89	273	150	0.000223536725549	0.002464159364858	0.312,0.268,0.229,0.168,0.377,0.263,0.176,0.293,0.181,0.294,0.204,0.228	0.394,0.235,0.294,0.264,0.519,0.423,0.265,0.43	-0.104	RI											22361034.0	22362768.0	-0.104
1847	AT1G71696	SOL1	chr1	+			26967460.0	26967556.0	26967698.0	26967729.0	1847	22,20,44,36,31,61,23,64,73,45,65,34	10,27,11,24,12,19,30,25,26,29,10,38	38,42,18,41,32,10,14,58	44,33,18,29,34,26,18,31	292	150	0.00172585393658	0.0129386904641186	0.531,0.276,0.673,0.435,0.57,0.623,0.283,0.568,0.591,0.444,0.77,0.315	0.307,0.395,0.339,0.421,0.326,0.165,0.285,0.49	0.166	RI											26967460.0	26967729.0	0.166
1849	AT1G63100	SCL28	chr1	-			23399111.0	23400868.0	23400943.0	23402176.0	1849	52,31,25,27,13,22,4,54,12,1,0,31	25,55,25,39,32,24,26,21,4,10,10,32	6,25,37,44,209,205,117,200	14,24,23,31,120,151,76,61	225	150	0.00460146410869	0.0283764905560926	0.581,0.273,0.4,0.316,0.213,0.379,0.093,0.632,0.667,0.062,0.0,0.392	0.222,0.41,0.517,0.486,0.537,0.475,0.506,0.686	-0.146	RI											23399111.0	23402176.0	-0.146
1871	AT1G48360	FAN1	chr1	+			17871532.0	17871738.0	17871823.0	17872097.0	1871	13,11,32,3,15,16,16,16,15,20,21,10	18,23,23,52,9,44,50,5,12,24,24,16	2,5,9,2,3,13,0,2	21,33,16,37,52,67,61,76	235	150	3.8857805861899995e-15	9.642564524630486e-13	0.316,0.234,0.47,0.036,0.515,0.188,0.17,0.671,0.444,0.347,0.358,0.285	0.057,0.088,0.264,0.033,0.036,0.11,0.0,0.017	0.261	RI											17871532.0	17872097.0	0.261
1950	AT4G21410	CRK29	chr4	-			11402862.0	11403019.0	11403093.0	11403337.0	1950	30,44,16,41,14,28,38,44,35,3,42,33	36,69,104,138,32,55,137,12,56,9,39,50	52,28,23,30,19,17,4,14	114,77,115,100,36,68,15,83	224	150	0.00149599854629	0.0115829029410877	0.358,0.299,0.093,0.166,0.227,0.254,0.157,0.711,0.295,0.182,0.419,0.307	0.234,0.196,0.118,0.167,0.261,0.143,0.152,0.101	0.117	RI											11402862.0	11403337.0	0.117
1988	AT4G11970		chr4	+			7182274.0	7182596.0	7182945.0	7183002.0	1988	61,74,52,67,35,74,70,51,93,27,61,45	18,30,32,42,14,75,54,4,51,16,46,73	53,60,43,86,34,55,31,49	49,70,32,68,43,36,20,69	300	150	0.00601105403246	0.0351281629270056	0.629,0.552,0.448,0.444,0.556,0.33,0.393,0.864,0.477,0.458,0.399,0.236	0.351,0.3,0.402,0.387,0.283,0.433,0.437,0.262	0.125	RI											7182274.0	7183002.0	0.125
1995	AT5G18245		chr5	+			6029601.0	6029684.0	6029821.0	6030228.0	1995	39,80,42,35,33,68,36,39,22,43,15,50	8,20,6,4,7,11,17,7,0,9,5,6	58,67,77,76,62,56,32,32	3,8,10,3,1,6,7,3	287	150	0.000605219998435	0.0055113887196934	0.718,0.676,0.785,0.821,0.711,0.764,0.525,0.744,1.0,0.714,0.611,0.813	0.91,0.814,0.801,0.93,0.97,0.83,0.705,0.848	-0.111	RI											6029601.0	6030228.0	-0.111
2069	AT1G53025		chr1	-			19756444.0	19756833.0	19757075.0	19757386.0	2069	8,14,11,21,11,17,7,31,24,0,16,30	26,14,15,11,10,16,40,7,7,6,3,10	8,48,10,12,28,30,15,35	3,3,3,5,11,7,0,18	300	150	0.000131864546845	0.0016320292917499	0.133,0.333,0.268,0.488,0.355,0.347,0.08,0.689,0.632,0.0,0.727,0.6	0.571,0.889,0.625,0.545,0.56,0.682,1.0,0.493	-0.283	RI											19756444.0	19757386.0	-0.283
2075	AT4G14410	BHLH104	chr4	+			8299777.0	8300132.0	8300298.0	8300764.0	2075	16,65,54,35,34,51,25,26,59,23,29,57	14,13,19,6,8,7,17,18,15,28,10,3	41,59,47,46,42,41,26,53	5,4,17,10,2,0,6,0	300	150	5.57364658204e-05	0.0008171880078809	0.364,0.714,0.587,0.745,0.68,0.785,0.424,0.419,0.663,0.291,0.592,0.905	0.804,0.881,0.58,0.697,0.913,1.0,0.684,1.0	-0.222	RI											8299777.0	8300764.0	-0.222
2084	AT3G50380		chr3	-			18697778.0	18698338.0	18698589.0	18699997.0	2084	49,27,22,53,32,51,19,49,37,11,48,24	0,9,9,15,1,0,2,2,6,0,10,15	46,62,51,58,57,69,71,121	8,6,6,4,1,2,0,0	300	150	0.00110879663405	0.0089770924874227	1.0,0.6,0.55,0.639,0.941,1.0,0.826,0.925,0.755,1.0,0.706,0.444	0.742,0.838,0.81,0.879,0.966,0.945,1.0,1.0	-0.115	RI											18697778.0	18699997.0	-0.115
2091	AT2G47410		chr2	+			19449671.0	19449826.0	19450266.0	19450503.0	2091	10,12,11,8,22,11,27,2,17,29,5,8	15,6,2,4,4,23,15,0,10,15,15,4	12,10,8,0,27,3,18,3	18,32,10,6,10,15,7,16	300	150	0.00667429860709	0.0382460670188249	0.25,0.5,0.733,0.5,0.733,0.193,0.474,1.0,0.459,0.492,0.143,0.5	0.25,0.135,0.286,0.0,0.574,0.091,0.562,0.086	0.25	RI											19449671.0	19450503.0	0.25
2112	AT2G20585	NFD6	chr2	+			8865657.0	8865779.0	8866347.0	8866403.0	2112	11,8,10,2,15,10,2,0,2,6,9,9	12,9,20,9,19,32,12,38,14,7,25,12	0,11,10,9,9,9,5,0	33,29,38,32,58,66,43,10	300	150	0.000306648451329	0.0031838833973762	0.314,0.308,0.2,0.1,0.283,0.135,0.077,0.0,0.067,0.3,0.153,0.273	0.0,0.159,0.116,0.123,0.072,0.064,0.055,0.0	0.111	RI											8865657.0	8866403.0	0.111
2128	AT4G12020	WRKY19	chr4	+			7208515.0	7208734.0	7208915.0	7209032.0	2128	8,18,35,43,17,25,21,15,19,39,12,2	3,0,6,3,3,0,4,1,5,0,4,1	16,21,25,12,14,9,4,2	0,0,0,4,0,0,0,0	300	150	1.05767030689e-07	4.3381964736322885e-06	0.571,1.0,0.745,0.878,0.739,1.0,0.724,0.882,0.655,1.0,0.6,0.5	1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0	-0.176	RI											7208515.0	7209032.0	-0.176
2228	AT1G67520		chr1	-			25304722.0	25304977.0	25305106.0	25306357.0	2228	16,34,35,34,14,39,22,48,14,324,8,42	0,0,2,0,0,5,0,0,3,16,0,0	34,28,13,26,11,24,3,2	4,0,6,12,1,0,10,0	279	150	0.000600975914011	0.0054928977186677	1.0,1.0,0.904,1.0,1.0,0.807,1.0,1.0,0.715,0.916,1.0,1.0	0.82,1.0,0.538,0.538,0.855,1.0,0.139,1.0	0.209	RI											25304722.0	25306357.0	0.209
2230	AT1G67520		chr1	-			25304722.0	25305210.0	25305310.0	25305805.0	2230	10,34,35,4,5,45,29,14,15,214,1,28	4,0,1,4,0,2,0,8,0,10,4,0	16,38,16,11,13,4,1,2	0,0,0,4,0,0,0,0	250	150	4.22937018233e-05	0.0006498564772416	0.6,1.0,0.955,0.375,1.0,0.931,1.0,0.512,1.0,0.928,0.13,1.0	1.0,1.0,1.0,0.623,1.0,1.0,1.0,1.0	-0.167	RI											25304722.0	25305805.0	-0.167
2255	AT1G67792		chr1	+			25417377.0	25418000.0	25418097.0	25420252.0	2255	31,4,7,7,36,49,16,18,22,10,35,7	61,18,33,41,37,32,51,47,46,7,29,37	28,21,23,26,30,44,36,18	33,54,17,24,16,18,15,21	247	150	0.000148230923903	0.0017812834753767	0.236,0.119,0.114,0.094,0.371,0.482,0.16,0.189,0.225,0.465,0.423,0.103	0.34,0.191,0.451,0.397,0.532,0.598,0.593,0.342	-0.182	RI											25417377.0	25420252.0	-0.182
2256	AT1G67792		chr1	+			25417377.0	25419294.0	25419490.0	25420252.0	2256	40,73,77,76,87,108,56,53,88,52,83,113	17,5,10,14,10,15,14,18,11,12,12,6	91,145,100,147,142,106,107,129	9,14,12,9,4,20,6,4	300	150	0.000175180275182	0.0020200735904831	0.541,0.88,0.794,0.731,0.813,0.783,0.667,0.596,0.8,0.684,0.776,0.904	0.835,0.838,0.806,0.891,0.947,0.726,0.899,0.942	-0.113	RI											25417377.0	25420252.0	-0.113
2366	AT4G11670		chr4	-			7047882.0	7047975.0	7048107.0	7048263.0	2366	23,14,13,14,11,18,18,4,45,16,22,30	31,33,21,80,34,67,62,52,64,57,42,40	15,16,1,3,15,3,2,0	65,55,35,59,45,35,25,45	282	150	2.38761749261e-08	1.139398616906099e-06	0.283,0.184,0.248,0.085,0.147,0.125,0.134,0.039,0.272,0.13,0.218,0.285	0.109,0.134,0.015,0.026,0.151,0.044,0.041,0.0	0.114	RI											7047882.0	7048263.0	0.114
2372	AT3G01980		chr3	-			327585.0	328025.0	328098.0	328328.0	2372	82,82,215,233,139,105,294,81,102,205,122,201	136,162,96,85,172,192,52,230,154,112,128,113	75,159,141,133,52,40,17,19	184,199,178,168,313,263,262,282	223	150	1.85506499051e-09	1.33777523991953e-07	0.289,0.254,0.601,0.648,0.352,0.269,0.792,0.192,0.308,0.552,0.391,0.545	0.215,0.35,0.348,0.347,0.101,0.093,0.042,0.043	0.24	RI											327585.0	328328.0	0.24
2373	AT3G01980		chr3	-			328098.0	328328.0	328418.0	328618.0	2373	81,132,277,355,140,134,356,222,107,406,265,208	185,128,80,61,221,273,57,158,178,82,124,108	64,131,144,171,21,23,12,3	182,203,169,234,235,330,329,297	240	150	1.11022302463e-16	3.673357914159127e-14	0.215,0.392,0.684,0.784,0.284,0.235,0.796,0.468,0.273,0.756,0.572,0.546	0.18,0.287,0.347,0.314,0.053,0.042,0.022,0.006	0.344	RI											328098.0	328618.0	0.344
2451	AT3G17120		chr3	+			5841820.0	5842067.0	5842157.0	5842860.0	2451	21,15,33,8,12,6,22,5,9,0,13,12	12,18,33,21,26,12,18,16,19,1,16,15	3,6,6,8,2,2,0,5	7,16,15,18,5,18,1,9	240	150	0.00359024782032	0.0234452630687475	0.522,0.342,0.385,0.192,0.224,0.238,0.433,0.163,0.228,0.0,0.337,0.333	0.211,0.19,0.2,0.217,0.2,0.065,0.0,0.258	0.115	RI											5841820.0	5842860.0	0.115
2462	AT3G49160	PKP4	chr3	-			18222328.0	18222491.0	18222840.0	18223933.0	2462	13,60,115,177,59,54,1,73,13,447,36,29	0,2,13,30,13,6,2,5,0,47,2,14	53,112,72,88,38,50,37,38	4,2,2,10,0,0,0,0	300	150	9.63608174318e-05	0.0012804303455704	1.0,0.938,0.816,0.747,0.694,0.818,0.2,0.88,1.0,0.826,0.9,0.509	0.869,0.966,0.947,0.815,1.0,1.0,1.0,1.0	-0.172	RI											18222328.0	18223933.0	-0.172
2464	AT1G49630	PREP2	chr1	-			18367589.0	18367826.0	18368343.0	18368549.0	2464	58,79,107,71,33,90,47,88,98,48,64,70	68,51,97,49,45,51,65,47,81,35,46,107	55,61,70,91,131,134,101,108	43,57,23,56,50,13,48,54	300	150	0.000580963842162	0.0053493943388682	0.299,0.436,0.355,0.42,0.268,0.469,0.266,0.484,0.377,0.407,0.41,0.246	0.39,0.349,0.603,0.448,0.567,0.838,0.513,0.5	-0.156	RI											18367589.0	18368549.0	-0.156
2465	AT2G24600		chr2	-			10452420.0	10452749.0	10452908.0	10453359.0	2465	71,232,285,271,210,673,210,166,277,126,80,335	38,120,238,210,141,373,178,169,192,83,69,332	517,493,579,476,116,121,32,64	327,311,373,404,12,22,9,1	300	150	0.00058429542495	0.0053601815046707	0.483,0.492,0.375,0.392,0.427,0.474,0.371,0.329,0.419,0.432,0.367,0.335	0.442,0.442,0.437,0.371,0.829,0.733,0.64,0.97	-0.2	RI											10452420.0	10453359.0	-0.2
2556	AT1G72855		chr1	+			27416524.0	27417724.0	27417840.0	27419122.0	2556	7,45,15,6,15,44,7,9,9,8,24,12	19,23,37,40,37,50,26,29,60,18,44,28	12,32,25,15,40,25,21,30	28,36,45,33,18,10,34,11	266	150	0.00138580265037	0.0109170453234703	0.172,0.525,0.186,0.078,0.186,0.332,0.132,0.149,0.078,0.2,0.235,0.195	0.195,0.334,0.239,0.204,0.556,0.585,0.258,0.606	-0.166	RI											27416524.0	27419122.0	-0.166
2579	AT5G26680		chr5	-			9311445.0	9311956.0	9312106.0	9312304.0	2579	8,7,0,15,10,31,32,13,9,2,3,10	26,15,10,13,0,2,12,19,10,2,3,17	10,18,11,10,24,22,44,10	2,4,4,4,8,4,0,6	300	150	7.33069351502e-05	0.001016263461314	0.133,0.189,0.0,0.366,1.0,0.886,0.571,0.255,0.31,0.333,0.333,0.227	0.714,0.692,0.579,0.556,0.6,0.733,1.0,0.455	-0.283	RI											9311445.0	9312304.0	-0.283
2586	AT1G16820		chr1	-			5757480.0	5757559.0	5758185.0	5758314.0	2586	21,27,27,35,38,26,68,17,26,13,20,59	0,2,2,0,2,4,5,0,10,0,0,3	13,26,14,20,21,16,26,23	2,5,0,2,3,7,2,5	300	150	0.00926710182982	0.0495798971227394	1.0,0.871,0.871,1.0,0.905,0.765,0.872,1.0,0.565,1.0,1.0,0.908	0.765,0.722,1.0,0.833,0.778,0.533,0.867,0.697	0.122	RI											5757480.0	5758314.0	0.122
2660	AT1G15860		chr1	+			5454765.0	5454896.0	5455054.0	5455127.0	2660	163,103,129,240,144,242,186,176,172,160,196,141	43,48,56,71,110,78,52,23,62,117,51,78	168,168,185,263,63,76,53,102	107,81,88,85,112,108,99,153	300	150	2.778051825e-05	0.0004476451690738	0.655,0.518,0.535,0.628,0.396,0.608,0.641,0.793,0.581,0.406,0.658,0.475	0.44,0.509,0.512,0.607,0.22,0.26,0.211,0.25	0.198	RI											5454765.0	5455127.0	0.198
2661	AT3G50670	RNU1	chr3	-			18827357.0	18827439.0	18828348.0	18828411.0	2661	358,347,475,515,292,394,640,309,302,252,426,375	206,190,186,261,188,271,144,159,96,199,132,112	253,381,288,303,362,321,192,283	192,217,224,262,292,268,242,259	300	150	1.87054088885e-08	9.01310138967238e-07	0.465,0.477,0.561,0.497,0.437,0.421,0.69,0.493,0.611,0.388,0.617,0.626	0.397,0.467,0.391,0.366,0.383,0.375,0.284,0.353	0.147	RI											18827357.0	18828411.0	0.147
2711	AT1G27370	SPL10	chr1	-			9506332.0	9507023.0	9508146.0	9508542.0	2711	66,50,120,91,80,82,101,43,80,40,63,64	0,9,14,1,10,10,4,4,19,0,4,7	47,70,76,65,29,29,25,29	15,11,3,24,30,19,14,6	300	150	7.69266330414e-07	2.431763565506167e-05	1.0,0.735,0.811,0.978,0.8,0.804,0.927,0.843,0.678,1.0,0.887,0.821	0.61,0.761,0.927,0.575,0.326,0.433,0.472,0.707	0.256	RI											9506332.0	9508542.0	0.256
2719	AT1G06630		chr1	+			2027738.0	2027816.0	2028052.0	2028976.0	2719	6,15,17,19,20,9,10,2,12,27,3,24	22,44,21,34,32,18,12,29,33,24,17,15	0,16,6,10,18,4,0,0	43,39,26,47,31,41,37,46	300	150	7.9490638849e-08	3.460631935154272e-06	0.12,0.146,0.288,0.218,0.238,0.2,0.294,0.033,0.154,0.36,0.081,0.444	0.0,0.17,0.103,0.096,0.225,0.047,0.0,0.0	0.135	RI											2027738.0	2028976.0	0.135
